sentence	sentiment
和的高感成像质量相比较而言就有些惨了	negative
它相机里电池自行放电由来已久边缘对焦还是比较容易拉风箱	negative
三对焦点那个多啊	positive
握感和差不多	neutral
也有紫边的我一会不敢超过	positive
由于镜头不再伸缩镜头内排线故障可以排除	positive
发现成像和锐度完全不行	neutral
的对焦的确的背景虚化不太好做	negative
半按快门才打开的	neutral
看到香港出来	neutral
或者是冲印寸左右的照片	neutral
对于这两款机子的选择	neutral
朋友还是很爱惜的	neutral
奥巴的/镜头也是个大块头	negative
结果对焦和色彩让人失望机身缝隙稍大	positive
但我把这个功能看作是相机的一种附加或赠送的功能	neutral
对焦叽叽的叫声让你觉得随时要坏对焦真的没什么优势	negative
好在	neutral
全点十字型自动对焦感应器	neutral
提升都不大	neutral
那个蜗牛就别考虑了	neutral
第一个感觉就是比卡片机好太多	neutral
不过与相比的机身确实短了一些从左到右方向稍逊于单反的机械性能	negative
体积太大机身塑料感十足	positive
宾得擅长制作高品质的小镜头	positive
套头成像颜色偏冷	negative
机身手感一般	negative
算的太清了	neutral
俯视取景	positive
有空時会补上或是鏡的测试	neutral
和都有超高速连拍	neutral
这个头的对焦性能并不好对焦行程做得那么长	negative
的机身依旧采用工程塑料没有机内除尘是个问题	negative
的蔡司头	neutral
很轻便	neutral
想问问为什么的照片这么小啊和开头的机器甚至开头的机器都不相符的塑料卡口	positive
对焦精度太差了首先是那个和啤酒瓶子盖一样的模式转盘	positive
可以顺势把电池做大	neutral
也是如此的设计目前价位还是高于的	negative
的无论是对焦速度暗部对焦能力还是合焦成功率	positive
外形对于全幅机来说算是比较小巧	positive
不过	neutral
怎么压缩后传到无忌上这么不清楚了	neutral
说明他的电子设计和技术较低端操作系统反映速度很慢	negative
很不方便	neutral
感觉一英寸大底确实不错	positive
终于选择入手啦	neutral
对焦的速度上并不是很突出致命的阳光下看不清屏幕	negative
洞妖薯片出的画质	neutral
很	neutral
改天买个转接环试试看	neutral
没什么特点	neutral
尤其是那个白墙对焦的传说	neutral
缺点也说完了	neutral
手感操控性能画质已然全面落后真的就是系统慢了点	positive
中心相当于边沿	neutral
个对焦框太大了炒冷饭	positive
照片又会自动的翻转一次．	neutral
的早期固件竟然不支持最大光圈为的镜头自动对焦	neutral
脖子都要肿了	neutral
不过如果用中性模式	positive
手柄也太小键位设置不如全副方便	negative
存储的一半时间其实是在机内处理	neutral
所以能花不到两万的价格买到一款和大马三相同象素的机身	neutral
主要是最小光圈只到底感差	negative
机身蒙皮磨蚀严重就是的色散比重引起的	positive
对焦精度太差了价格相对昂贵	negative
我觉得的机身手感很不理想晚上拍照比较吃力	positive
光学取景器聊胜于无的非常差	positive
还是挺厚实的	neutral
而且都刀了	neutral
锐度偏低操作的时候小里小气的	positive
掌握视觉非常方便	neutral
操作的时候小里小气的锐度偏低	positive
内闪	neutral
我的就是最小的暗部噪点也清晰可见自动白平衡在某些特定场合容易出錯	positive
肩屏显示的信息很多左侧的接口布局有了改变	positive
到底如何	neutral
不管从速度还是精确度上	neutral
开箱后第一感觉就是	neutral
的对焦系列的画质一般	negative
防尘不好几个小按钮的感觉也是如此	negative
一手拿手机取景拍照好比偷拍	neutral
但限于镜头焦段的限制	neutral
洞妖的明显要慢于的但在基本的锐利度表现	negative
就连包装箱也是一层层翻开	neutral
片子发暗种种现象没有	positive
个人觉得做工不如	negative
价格对我来说也贵了操作系统反映速度很慢	negative
新一代暗处色彩丢失可能是因为噪音太大导致严重降噪抹除了颜色只是控制和手感恐怕没有这么舒服	negative
不知道设计师到底怎么想的	neutral
肤色偏金黄色其实松下除了画质外	negative
对于有人说它是塑料机身手柄突出部分和镜头对焦环之间的空间挤了点	negative
主要是因为色散控制不好的原因就感觉出来的片子更糟	positive
我觉得的机身手感很不理想同样快门速度	negative
但是不幸在我存的钱够的时候刚好上市了	neutral
如果是装到衬衫的兜里呢	neutral
但在基本的锐利度表现	negative
感光度白平衡测光对焦模式画质连拍速度等常用设置都可以在步操作以内进行调整	neutral
无摄像功能真是台强制我不要乱按快门的好机器啊	negative
也许以后必要的时候还真可以拍上用场呢	neutral
当然这也许是白平衡的问题用转接要好很多但又没有了自动对焦	negative
刚上手觉得操作特别困难二是体型偏大了	positive
度旋转液晶太好用了	positive
很多人觉得造型很怪异	negative
但经过长时间观察	neutral
还有一个方案就是买的机身配系列镜头	neutral
防抖功能还行	positive
对焦	neutral
另外高感也差很多只有从机顶看觉得造型怪异些	positive
区双层测光	neutral
四没有防抖只不过应该会耗费不少电力吧	negative
的确的背景虚化不太好做的对比对焦显然没有的相位对焦快	positive
终于现身	neutral
说下感受	neutral
缓解了单电系统对焦点选择不便的软肋相对单反	neutral
那感觉和效果是脚底抹油也赶不上	negative
密封不好等其实松下除了画质外	negative
测试镜头/	neutral
感觉机身的自动白平衡有点问题目前价位还是高于的	negative
对焦慢机身蒙皮磨蚀严重	negative
只有一个外置接口但体积不小	positive
因此背景的虚化不足一是太小完全不像是消费专业级数码相机的水平	negative
机身背后按键设置与大拇指操作配合得不错	positive
这些措施都是为了尽量减少内部反光造成的杂光	neutral
和会议啊等等的场合还是比较有用的	neutral
下面说说感受	neutral
出来的片子更糟只是控制和手感恐怕没有这么舒服	positive
还是原装的好啊	neutral
可是定焦也太小气了洞妖的明显要慢于的	negative
也不能代表大众观点	neutral
的对焦不过与相比的机身确实短了一些从左到右方向	positive
只不过应该会耗费不少电力吧这头的对焦环	positive
电池不够用很多人觉得造型很怪异	positive
现在的按键用起来不爽充电感觉不是很方便	negative
广角端边缘锐度不行左侧的接口布局有了改变	positive
刚上手觉得操作特别困难外观变丑了	positive
拍出来的照片色调有些奇怪图像很硬	positive
拍出来白蒙蒙的只是控制和手感恐怕没有这么舒服	negative
曝光	positive
白平衡准确	positive
之前用了两年宾得	neutral
快门打到尽然有重影闪光灯就算了	negative
拨轮和按钮的手感都好过小五	positive
可是	neutral
有触摸屏操控的话	neutral
大概可以拍四五百张吧	neutral
目测对焦速度慢于防尘不好	positive
这么冷的天一摸容易出手汗啊	neutral
做工一般底部材料没有改进	negative
菜单改变感受	neutral
怎么用相信大家能想象的出	neutral
洞妖的宽容度应该跟小五是一个级别的	neutral
长曝拍风景	neutral
确实要小一圈	neutral
其实松下除了画质外但我却很喜欢真实的色彩	positive
没事就提着相机去街上	neutral
的噪点属于比较大色斑这景深伤不起	positive
对焦行程做得那么长对焦精度太差了	negative
去掉了金刚屏有点不习惯	neutral
我手持拍摄的出片率较低色彩太假	negative
快门声在体验时最想让我吐槽的就是它的快门声了电池太渣	negative
原来用过	neutral
索性试一试机器	neutral
配置一般基本没用	positive
只是希望能对打算买的朋友有所帮助	neutral
古怪的玩意	neutral
我倒是反而愣了一下	neutral
就觉得丑	neutral
也许它不是成像最优异的机身	neutral
的小相机终于发布了	neutral
快门触感变深这个头的对焦性能并不好	negative
对焦速度是目前单电系统软肋手柄也太小	positive
小地方更伤不起	neutral
雷克莎有款的卡	neutral
液晶屏像素太低机身手感一般	positive
数码镜头优化初步感受	neutral
正火热闹之时	neutral
的噪点属于比较大色斑也有紫边	negative
野外用有抓不牢的感觉;	neutral
表现在取景器和想比高速卡帮助不大	negative
并且使用卡储存的数码设备也有很多	neutral
但大大改善了一个系统的使用体验	neutral
的单反/单电相机	neutral
目测对焦速度慢于我手持拍摄的出片率较低	positive
反而对的黄金像素留口水	neutral
个人感觉收获良多	neutral
官方说法是要用滤镜转接器转接转接	neutral
质量还不如以前的快门触感变深	negative
镜头组那叫一个咣当	neutral
希望对大家的选择有帮助	neutral
都是使摄影爱好者选择它的理由	neutral
既然数码时代都流行防抖了	neutral
这样选择镜头的面就窄了一些	neutral
色彩不偏差	negative
估计会进个/	neutral
速度快了	neutral
取消混合取景	neutral
这两者的定位从参数上就能看得非常清楚	neutral
芯片面积仅仅大了倍	neutral
如果是用	neutral
但是比头好的是	neutral
韩国的中国的配件相继会面世	neutral
年下半年	neutral
总结	neutral
早就关注这货了	neutral
有时候界面操作都会有些许延时现象也不好逃出紫边	positive
